建檔日期	客戶名稱	業務	產業別	產品	數量	單價	合計
2013/9/11	X藥廠	惠民	製造業	玫瑰花	52	180	9360
2013/10/24	英X生	瑤瑤	製造業	百合花	29	90	2610
2013/12/14	X島銀行	惠民	金融業	鬱金香	41	235	9635
2013/8/30	三X企業	怡文	製造業	鬱金香	42	235	9870
2013/2/2	X加X傳X腦	惠民	資訊業	百合花	8	90	720
2013/3/5	XX廣告	瑤瑤	服務業	玫瑰花	39	180	7020
2013/4/19	台X消X局	梓翔	政府機關	玫瑰花	86	180	15480
2013/4/28	X心理系	瑤瑤	學校	鬱金香	53	235	12455
2013/9/10	XX企業	惠民	製造業	百合花	11	90	990
2013/3/5	X技術	玉文	學校	玫瑰花	32	180	5760
2013/9/20	英XX	瑤瑤	資訊業	鬱金香	48	235	11280
2013/7/21	X分生所	瑤瑤	政府機關	鬱金香	86	235	20210
2013/4/2	XX台	怡文	政府機關	百合花	43	90	3870
2013/4/8	X大學	玉文	學校	百合花	89	90	8010
2013/5/6	XX大學	宏澤	學校	百合花	51	90	4590
2013/7/10	XXX北區網管處	惠民	政府機關	玫瑰花	63	180	11340
2013/9/21	群策X子	惠民	製造業	百合花	43	90	3870
2013/4/7	XX銀行	宏澤	金融業	鬱金香	68	235	15980
2013/7/17	X訊X子資訊學校	梓翔	學校	鬱金香	24	235	5640
2013/5/15	XXX研究所	怡文	政府機關	百合花	90	90	8100
2013/6/18	X技術	宏澤	學校	玫瑰花	63	180	11340
2013/1/19	X縣政府	玉文	政府機關	玫瑰花	73	180	13140
2013/3/8	中X院	玉文	政府機關	鬱金香	62	235	14570
2013/8/6	中X院	瑤瑤	政府機關	百合花	42	90	3780
2013/11/30	台X材	梓翔	製造業	玫瑰花	51	180	9180
2013/7/1	台X	怡文	製造業	鬱金香	8	235	1880
2013/2/20	南XX路	梓翔	製造業	鬱金香	67	235	15745
2013/4/4	台X政府X局	瑤瑤	政府機關	百合花	96	90	8640
2013/6/19	中XX子	怡文	製造業	百合花	14	90	1260
2013/10/15	仁XX腦	惠民	資訊業	百合花	31	90	2790
2013/6/17	X多媒體	玉文	服務業	玫瑰花	5	180	900
2013/12/25	XXX腦	梓翔	資訊業	百合花	81	90	7290
2013/5/2	XXX研究所	怡文	政府機關	鬱金香	19	235	4465
2013/6/7	X銀行	梓翔	金融業	鬱金香	97	235	22795
2013/1/11	廣XX腦	怡文	金融業	百合花	33	90	2970
2013/2/26	XX管理	惠民	學校	鬱金香	12	235	2820
2013/10/2	元X大學資訊	惠民	學校	鬱金香	33	235	7755
2013/7/13	松x資訊X	宏澤	學校	百合花	100	90	9000
2013/11/25	萬X銀行	梓翔	金融業	百合花	70	90	6300
2013/1/3	大XX子	玉文	金融業	百合花	48	90	4320
2013/4/18	X總醫院	怡文	政府機關	玫瑰花	55	180	9900
2013/2/14	XX專X學校	梓翔	學校	百合花	99	90	8910
2013/5/24	x大學	瑤瑤	學校	鬱金香	80	235	18800
2013/2/17	x林資訊	瑤瑤	金融業	鬱金香	16	235	3760
2013/4/7	xX證券	怡文	金融業	百合花	19	90	1710
2013/9/28	賽X基因	瑤瑤	金融業	百合花	29	90	2610
2013/10/1	X書院	惠民	學校	百合花	94	90	8460
2013/8/22	X戰部	玉文	政府機關	玫瑰花	56	180	10080
2013/3/17	X東航空	宏澤	服務業	百合花	91	90	8190
2013/3/30	XX部	梓翔	政府機關	鬱金香	64	235	15040
2013/3/27	幸XX壽	怡文	金融業	鬱金香	3	235	705
2013/2/11	XX紀資X	玉文	資訊業	玫瑰花	84	180	15120
2013/3/8	XX用卡中心	怡文	金融業	鬱金香	99	235	23265
2013/4/5	美商安X樂	宏澤	服務業	百合花	73	90	6570
2013/3/19	台X局	梓翔	政府機關	玫瑰花	16	180	2880
2013/3/27	XX系統	瑤瑤	製造業	鬱金香	65	235	15275
2013/12/14	凱X共關係	宏澤	服務業	鬱金香	24	235	5640
2013/10/11	XXXX	梓翔	資訊業	百合花	39	90	3510
2013/6/13	歐X	玉文	服務業	百合花	61	90	5490
2013/3/13	X會	瑤瑤	政府機關	百合花	91	90	8190
2013/12/19	東XX技	怡文	資訊業	鬱金香	89	235	20915
2013/1/5	X原X技	梓翔	資訊業	鬱金香	92	235	21620
2013/2/2	X大學	瑤瑤	學校	百合花	76	90	6840
2013/4/22	X東工專	玉文	學校	百合花	16	90	1440
2013/4/4	X技術	梓翔	學校	百合花	59	90	5310
2013/3/12	XXX商業銀行	怡文	金融業	玫瑰花	89	180	16020
2013/1/1	海X	瑤瑤	政府機關	百合花	61	90	5490
2013/2/24	X水X	梓翔	政府機關	鬱金香	36	235	8460
2013/1/15	XXX小	瑤瑤	學校	鬱金香	100	235	23500
2013/4/14	X關稅局	瑤瑤	政府機關	百合花	49	90	4410
2013/4/2	XX銀行	怡文	金融業	玫瑰花	13	180	2340
2013/1/27	XX銀行	梓翔	金融業	玫瑰花	97	180	17460
2013/12/11	XXX壽	怡文	金融業	鬱金香	47	235	11045
2013/8/13	XX部	惠民	資訊業	百合花	51	90	4590
2013/9/20	金X證券	宏澤	金融業	玫瑰花	33	180	5940
2013/11/25	金X證券	宏澤	金融業	鬱金香	54	235	12690
2013/12/10	X山企業	玉文	資訊業	康乃馨	58	50	2900
2013/4/18	XX資安	瑤瑤	資訊業	杜鵑花	10	40	400
2013/4/22	XX資訊	玉文	資訊業	百合花	84	90	7560
2013/5/10	X聯X	怡文	資訊業	百合花	9	90	810
2013/3/26	X博物院	玉文	政府機關	玫瑰花	59	180	10620
2013/6/30	XXX技	宏澤	金融業	百合花	48	90	4320
2013/9/19	XX部	怡文	政府機關	鬱金香	22	235	5170
2013/3/8	X記洋行	宏澤	服務業	杜鵑花	69	40	2760
2013/1/12	XX麗X	玉文	製造業	杜鵑花	51	40	2040
2013/5/1	X泛X	梓翔	服務業	玫瑰花	59	180	10620
2013/2/3	X客多	宏澤	服務業	玫瑰花	90	180	16200
2013/5/30	和X超媒體	宏澤	服務業	鬱金香	2	235	470
2013/12/17	X翔倉儲	玉文	服務業	百合花	14	90	1260
2013/5/12	X來水處	玉文	政府機關	玫瑰花	3	180	540
2013/1/6	網XX技	梓翔	資訊業	鬱金香	41	235	9635
2013/4/15	XX資安	梓翔	資訊業	康乃馨	6	50	300
2013/12/27	X陽工業	梓翔	服務業	杜鵑花	50	40	2000
2013/6/21	X市X生局	梓翔	政府機關	百合花	62	90	5580
2013/12/20	茂X	瑤瑤	製造業	百合花	83	90	7470
2013/9/1	中X探採	怡文	製造業	玫瑰花	70	180	12600
2013/8/1	X特汽車	瑤瑤	製造業	百合花	10	90	900
2013/8/25	X財產局	瑤瑤	政府機關	鬱金香	70	235	16450
2013/1/10	X半導體	宏澤	製造業	杜鵑花	36	40	1440
2013/12/25	合X	惠民	製造業	杜鵑花	74	40	2960
2013/3/23	聯XX)	宏澤	製造業	玫瑰花	66	180	11880
2013/8/31	X山企業	宏澤	製造業	玫瑰花	95	180	17100
2013/9/3	太X欣榮	玉文	製造業	鬱金香	94	235	22090
2013/3/22	南X樹脂	惠民	製造業	百合花	87	90	7830
2013/5/27	XX	惠民	製造業	玫瑰花	85	180	15300
2013/4/1	X麗X技	惠民	製造業	鬱金香	70	235	16450
2013/3/29	X豐	玉文	製造業	杜鵑花	57	40	2280
2013/11/6	大X酒店	梓翔	服務業	杜鵑花	34	40	1360
2013/3/30	宏X集團	瑤瑤	製造業	百合花	37	90	3330
2013/6/19	X市政府	宏澤	政府機關	百合花	57	90	5130
2013/7/5	X銀行	玉文	金融業	玫瑰花	62	180	11160
2013/2/26	友X投X	宏澤	金融業	百合花	47	90	4230
2013/10/3	XXX	宏澤	製造業	鬱金香	29	235	6815
2013/12/12	捷X商訊	怡文	資訊業	康乃馨	5	50	250
2013/2/7	大州X服務	梓翔	資訊業	杜鵑花	17	40	680
2013/3/24	網XX技	玉文	資訊業	玫瑰花	64	180	11520
2013/9/11	XX	怡文	資訊業	玫瑰花	31	180	5580
2013/1/30	X視X技	瑤瑤	資訊業	鬱金香	65	235	15275
2013/3/2	X石X化學	宏澤	製造業	百合花	31	90	2790
2013/10/20	環X產物	怡文	製造業	玫瑰花	33	180	5940
2013/4/21	環X產物	玉文	金融業	鬱金香	29	235	6815
2013/6/25	XX壽	惠民	金融業	康乃馨	86	50	4300
2013/8/2	X紡	惠民	資訊業	百合花	76	90	6840
2013/8/10	仁X集團	玉文	製造業	百合花	8	90	720
2013/8/8	X商銀	宏澤	金融業	鬱金香	69	235	16215
2013/6/10	台北銀行	惠民	金融業	康乃馨	83	50	4150
2013/8/5	X銀行	梓翔	金融業	杜鵑花	12	40	480
2013/2/15	台X銀行	玉文	金融業	玫瑰花	58	180	10440
2013/9/23	X銀行	瑤瑤	金融業	玫瑰花	13	180	2340
2013/11/29	XX商銀	玉文	金融業	鬱金香	8	235	1880
2013/9/2	XX銀行	梓翔	金融業	百合花	100	90	9000
2013/8/2	萬X銀行	怡文	金融業	玫瑰花	91	180	16380
2013/9/25	土銀	宏澤	金融業	鬱金香	90	235	21150
2013/6/20	中X銀	惠民	金融業	鬱金香	8	235	1880
2013/12/27	誠X銀	惠民	金融業	百合花	1	90	90
2013/6/6	X銀行	怡文	金融業	百合花	59	90	5310
2013/7/24	X工銀	梓翔	金融業	百合花	97	90	8730
2013/3/21	合X	瑤瑤	金融業	玫瑰花	26	180	4680
2013/8/26	X銀	怡文	金融業	百合花	57	90	5130
2013/7/8	X銀行	玉文	金融業	鬱金香	62	235	14570
2013/10/30	X海銀行	梓翔	金融業	鬱金香	90	235	21150
2013/5/2	大X證	瑤瑤	金融業	百合花	72	90	6480
2013/8/15	X東證	玉文	金融業	玫瑰花	27	180	4860
2013/5/15	元x證	怡文	金融業	玫瑰花	10	180	1800
2013/4/21	中X銀證	宏澤	金融業	鬱金香	81	235	19035
2013/12/19	金XX銀證	玉文	金融業	百合花	35	90	3150
2013/3/3	XX投X	玉文	金融業	玫瑰花	92	180	16560
2013/1/1	X票券	宏澤	金融業	鬱金香	2	235	470
2013/3/29	X島銀行	梓翔	金融業	鬱金香	73	235	17155
2013/9/4	X山銀行	怡文	金融業	百合花	80	90	7200
2013/6/26	X管中心	玉文	金融業	百合花	17	90	1530
2013/10/8	金X證券	怡文	金融業	百合花	19	90	1710
2013/3/24	XX期	怡文	金融業	玫瑰花	40	180	7200
2013/3/29	XX民黨	惠民	政府機關	百合花	54	90	4860
2013/9/6	X籌備處	梓翔	政府機關	鬱金香	36	235	8460
2013/1/25	XX子中心	惠民	政府機關	鬱金香	92	235	21620
2013/3/7	X銀	惠民	金融業	百合花	98	90	8820
2013/10/11	XX壽	惠民	金融業	玫瑰花	34	180	6120
2013/6/16	XX視公司	瑤瑤	政府機關	玫瑰花	51	180	9180
2013/11/7	X豐銀行	玉文	金融業	鬱金香	56	235	13160
2013/7/26	XXX研究所	惠民	政府機關	百合花	95	90	8550
2013/1/24	xX證券	瑤瑤	金融業	玫瑰花	41	180	7380
2013/8/18	X島銀行	惠民	金融業	鬱金香	69	235	16215
2013/3/5	X迅X技	梓翔	資訊業	鬱金香	100	235	23500
2013/2/13	XXX腦	惠民	資訊業	百合花	40	90	3600
2013/4/27	X物流	玉文	服務業	百合花	96	90	8640
2013/7/17	凌群X腦	瑤瑤	資訊業	玫瑰花	67	180	12060
2013/5/31	APOL	惠民	服務業	百合花	77	90	6930
2013/7/31	XXX腦	瑤瑤	資訊業	鬱金香	56	235	13160
2013/4/18	優易X技	惠民	資訊業	鬱金香	26	235	6110
2013/12/5	XXX公司	梓翔	政府機關	百合花	58	90	5220
2013/10/2	X鋒-資訊安全顧問公司ISS	瑤瑤	服務業	玫瑰花	21	180	3780
2013/7/15	竹凡	怡文	資訊業	鬱金香	49	235	11515
2013/12/4	X鋒	瑤瑤	資訊業	玫瑰花	38	180	6840
2013/12/31	X廣	惠民	政府機關	仙人掌	31	60	1860
2013/6/10	安X	宏澤	資訊業	百合花	2	90	180
2013/7/13	X眾	梓翔	資訊業	百合花	12	90	1080
2013/1/26	X里醫院	宏澤	政府機關	玫瑰花	36	180	6480
2013/11/2	水X醫院	玉文	政府機關	百合花	8	90	720
2013/3/10	X銀行	惠民	資訊業	鬱金香	40	235	9400
2013/11/1	X時X銀行	宏澤	資訊業	鬱金香	74	235	17390
2013/2/2	X導資訊	玉文	製造業	百合花	11	90	990
2013/8/12	X鵬工業	瑤瑤	製造業	玫瑰花	34	180	6120
2013/1/5	X委會	怡文	政府機關	鬱金香	33	235	7755
2013/3/22	X會	怡文	政府機關	玫瑰花	1	180	180
2013/8/12	X事局	怡文	政府機關	鬱金香	38	235	8930
2013/11/28	X法院	玉文	政府機關	鬱金香	93	235	21855
2013/1/3	萌欣X	宏澤	資訊業	百合花	34	90	3060
2013/2/1	X局	宏澤	政府機關	百合花	36	90	3240
2013/11/28	艾XX	玉文	資訊業	百合花	45	90	4050
2013/1/22	X藥廠	惠民	製造業	玫瑰花	38	180	6840
2013/6/25	英X生	瑤瑤	製造業	百合花	42	90	3780
2013/1/23	X島銀行	惠民	金融業	鬱金香	89	235	20915
2013/2/21	三X企業	怡文	製造業	鬱金香	7	235	1645
2013/2/27	X加X傳X腦	惠民	資訊業	百合花	62	90	5580
2013/3/26	XX廣告	瑤瑤	服務業	玫瑰花	94	180	16920
2013/10/10	台X消X局	梓翔	政府機關	玫瑰花	69	180	12420
2013/12/8	X心理系	瑤瑤	學校	鬱金香	18	235	4230
2013/3/21	XX企業	惠民	製造業	百合花	14	90	1260
2013/5/10	X技術	玉文	學校	玫瑰花	74	180	13320
2013/1/29	英XX	瑤瑤	資訊業	鬱金香	81	235	19035
2013/5/19	X分生所	瑤瑤	政府機關	鬱金香	34	235	7990
2013/2/28	XX台	怡文	政府機關	百合花	64	90	5760
2013/9/10	X大學	玉文	學校	百合花	53	90	4770
2013/12/26	XX大學	宏澤	學校	百合花	18	90	1620
2013/8/19	XXX北區網管處	惠民	政府機關	玫瑰花	92	180	16560
2013/12/22	群策X子	惠民	製造業	百合花	34	90	3060
2013/3/23	XX銀行	宏澤	金融業	鬱金香	9	235	2115
2013/2/5	X訊X子資訊學校	梓翔	學校	鬱金香	97	235	22795
2013/1/3	XXX研究所	怡文	政府機關	百合花	66	90	5940
2013/2/2	X技術	宏澤	學校	玫瑰花	4	180	720
2013/8/12	X縣政府	玉文	政府機關	玫瑰花	90	180	16200
2013/1/19	中X院	玉文	政府機關	鬱金香	12	235	2820
2013/8/28	中X院	瑤瑤	政府機關	百合花	49	90	4410
2013/1/18	台X材	梓翔	製造業	玫瑰花	22	180	3960
2013/4/9	台X	怡文	製造業	鬱金香	29	235	6815
2013/11/6	南XX路	梓翔	製造業	鬱金香	39	235	9165
2013/7/20	台X政府X局	瑤瑤	政府機關	百合花	19	90	1710
2013/1/23	中XX子	怡文	製造業	百合花	46	90	4140
2013/3/6	仁XX腦	惠民	資訊業	百合花	43	90	3870
2013/1/12	X多媒體	玉文	服務業	玫瑰花	19	180	3420
2013/7/1	XXX腦	梓翔	資訊業	百合花	8	90	720
2013/2/8	XXX研究所	怡文	政府機關	鬱金香	35	235	8225
2013/5/31	X銀行	梓翔	金融業	鬱金香	8	235	1880
2013/8/9	廣XX腦	怡文	金融業	百合花	45	90	4050
2013/1/27	XX管理	惠民	學校	鬱金香	9	235	2115
2013/12/19	元X大學資訊	惠民	學校	鬱金香	30	235	7050
2013/8/4	松x資訊X	宏澤	學校	百合花	35	90	3150
2013/9/23	萬X銀行	梓翔	金融業	百合花	60	90	5400
2013/12/8	大XX子	玉文	金融業	百合花	21	90	1890
2013/11/18	X總醫院	怡文	政府機關	玫瑰花	54	180	9720
2013/5/19	XX專X學校	梓翔	學校	百合花	97	90	8730
2013/3/28	x大學	瑤瑤	學校	鬱金香	3	235	705
2013/4/15	x林資訊	瑤瑤	金融業	鬱金香	88	235	20680
2013/1/5	xX證券	怡文	金融業	百合花	89	90	8010
2013/1/10	賽X基因	瑤瑤	金融業	百合花	65	90	5850
2013/10/27	X書院	惠民	學校	百合花	99	90	8910
2013/8/2	X戰部	玉文	政府機關	玫瑰花	88	180	15840
2013/4/24	X東航空	宏澤	服務業	百合花	37	90	3330
2013/4/9	XX部	梓翔	政府機關	鬱金香	25	235	5875
2013/3/10	幸XX壽	怡文	金融業	鬱金香	67	235	15745
2013/3/14	XX紀資X	玉文	資訊業	玫瑰花	44	180	7920
2013/3/31	XX用卡中心	怡文	金融業	鬱金香	66	235	15510
2013/7/26	美商安X樂	宏澤	服務業	百合花	51	90	4590
2013/3/30	台X局	梓翔	政府機關	玫瑰花	33	180	5940
2013/1/17	XX系統	瑤瑤	製造業	鬱金香	62	235	14570
2013/4/21	凱X共關係	宏澤	服務業	鬱金香	15	235	3525
2013/3/1	XXXX	梓翔	資訊業	百合花	45	90	4050
2013/12/21	歐X	玉文	服務業	百合花	19	90	1710
2013/11/23	X會	瑤瑤	政府機關	百合花	64	90	5760
2013/9/28	東XX技	怡文	資訊業	鬱金香	17	235	3995
2013/9/28	X原X技	梓翔	資訊業	鬱金香	29	235	6815
2013/1/31	X大學	瑤瑤	學校	百合花	78	90	7020
2013/6/4	X東工專	玉文	學校	百合花	25	90	2250
2013/2/5	X技術	梓翔	學校	百合花	61	90	5490
2013/1/16	XXX商業銀行	怡文	金融業	玫瑰花	36	180	6480
2013/8/12	海X	瑤瑤	政府機關	百合花	25	90	2250
2013/9/8	X水X	梓翔	政府機關	鬱金香	85	235	19975
2013/1/28	XXX小	瑤瑤	學校	鬱金香	95	235	22325
2013/11/27	X關稅局	瑤瑤	政府機關	百合花	9	90	810
2013/1/6	XX銀行	怡文	金融業	玫瑰花	80	180	14400
2013/1/18	XX銀行	梓翔	金融業	玫瑰花	96	180	17280
2013/6/6	XXX壽	怡文	金融業	鬱金香	59	235	13865
2013/10/13	XX部	惠民	資訊業	百合花	4	90	360
2013/6/13	金X證券	宏澤	金融業	玫瑰花	73	180	13140
2013/4/15	金X證券	宏澤	金融業	鬱金香	44	235	10340
2013/2/5	X山企業	玉文	資訊業	康乃馨	27	50	1350
2013/1/14	XX資安	瑤瑤	資訊業	杜鵑花	75	40	3000
2013/6/22	XX資訊	玉文	資訊業	百合花	91	90	8190
2013/6/4	X聯X	怡文	資訊業	百合花	77	90	6930
2013/4/21	X博物院	玉文	政府機關	玫瑰花	13	180	2340
2013/3/14	XXX技	宏澤	金融業	百合花	65	90	5850
2013/7/4	XX部	怡文	政府機關	鬱金香	38	235	8930
2013/8/20	X記洋行	宏澤	服務業	杜鵑花	35	40	1400
2013/8/27	XX麗X	玉文	製造業	杜鵑花	62	40	2480
2013/8/3	X泛X	梓翔	服務業	玫瑰花	18	180	3240
2013/9/5	X客多	宏澤	服務業	玫瑰花	33	180	5940
2013/3/12	和X超媒體	宏澤	服務業	鬱金香	67	235	15745
2013/12/7	X翔倉儲	玉文	服務業	百合花	35	90	3150
2013/7/27	X來水處	玉文	政府機關	玫瑰花	2	180	360
2013/2/26	網XX技	梓翔	資訊業	鬱金香	56	235	13160
2013/5/4	XX資安	梓翔	資訊業	康乃馨	88	50	4400
2013/6/14	X陽工業	梓翔	服務業	杜鵑花	62	40	2480
2013/6/14	X市X生局	梓翔	政府機關	百合花	94	90	8460
2013/11/5	茂X	瑤瑤	製造業	百合花	79	90	7110
2013/3/27	中X探採	怡文	製造業	玫瑰花	3	180	540
2013/4/10	X特汽車	瑤瑤	製造業	百合花	90	90	8100
2013/5/22	X財產局	瑤瑤	政府機關	鬱金香	17	235	3995
2013/6/4	X半導體	宏澤	製造業	杜鵑花	44	40	1760
2013/5/12	合X	惠民	製造業	杜鵑花	3	40	120
2013/2/18	聯XX)	宏澤	製造業	玫瑰花	53	180	9540
2013/10/19	X山企業	宏澤	製造業	玫瑰花	18	180	3240
2013/4/5	太X欣榮	玉文	製造業	鬱金香	59	235	13865
2013/9/20	南X樹脂	惠民	製造業	百合花	33	90	2970
2013/9/16	XX	惠民	製造業	玫瑰花	47	180	8460
2013/2/2	X麗X技	惠民	製造業	鬱金香	66	235	15510
2013/8/23	X豐	玉文	製造業	杜鵑花	2	40	80
2013/4/17	大X酒店	梓翔	服務業	杜鵑花	3	40	120
2013/7/22	宏X集團	瑤瑤	製造業	百合花	54	90	4860
2013/11/30	X市政府	宏澤	政府機關	百合花	20	90	1800
2013/4/11	X銀行	玉文	金融業	玫瑰花	85	180	15300
2013/11/7	友X投X	宏澤	金融業	百合花	52	90	4680
2013/12/3	XXX	宏澤	製造業	鬱金香	87	235	20445
2013/5/24	捷X商訊	怡文	資訊業	康乃馨	60	50	3000
2013/5/16	大州X服務	梓翔	資訊業	杜鵑花	81	40	3240
2013/2/28	網XX技	玉文	資訊業	玫瑰花	30	180	5400
2013/8/20	XX	怡文	資訊業	玫瑰花	32	180	5760
2013/8/26	X視X技	瑤瑤	資訊業	鬱金香	80	235	18800
2013/2/3	X石X化學	宏澤	製造業	百合花	9	90	810
2013/10/3	環X產物	怡文	製造業	玫瑰花	17	180	3060
2013/8/13	環X產物	玉文	金融業	鬱金香	40	235	9400
2013/8/17	XX壽	惠民	金融業	康乃馨	84	50	4200
2013/9/7	X紡	惠民	資訊業	百合花	48	90	4320
2013/8/8	仁X集團	玉文	製造業	百合花	84	90	7560
2013/11/14	X商銀	宏澤	金融業	鬱金香	81	235	19035
2013/6/17	台北銀行	惠民	金融業	康乃馨	56	50	2800
2013/7/3	X銀行	梓翔	金融業	杜鵑花	61	40	2440
2013/3/8	台X銀行	玉文	金融業	玫瑰花	2	180	360
2013/2/18	X銀行	瑤瑤	金融業	玫瑰花	76	180	13680
2013/10/27	XX商銀	玉文	金融業	鬱金香	51	235	11985
2013/10/4	XX銀行	梓翔	金融業	百合花	42	90	3780
2013/9/23	萬X銀行	怡文	金融業	玫瑰花	78	180	14040
2013/3/7	土銀	宏澤	金融業	鬱金香	92	235	21620
2013/8/20	中X銀	惠民	金融業	鬱金香	98	235	23030
2013/3/10	誠X銀	惠民	金融業	百合花	29	90	2610
2013/11/23	X銀行	怡文	金融業	百合花	3	90	270
2013/12/17	X工銀	梓翔	金融業	百合花	16	90	1440
2013/2/5	合X	瑤瑤	金融業	玫瑰花	33	180	5940
2013/5/18	X銀	怡文	金融業	百合花	66	90	5940
2013/11/3	X銀行	玉文	金融業	鬱金香	78	235	18330
2013/5/11	X海銀行	梓翔	金融業	鬱金香	17	235	3995
2013/3/18	大X證	瑤瑤	金融業	百合花	76	90	6840
2013/4/25	X東證	玉文	金融業	玫瑰花	47	180	8460
2013/1/4	元x證	怡文	金融業	玫瑰花	23	180	4140
2013/12/28	中X銀證	宏澤	金融業	鬱金香	95	235	22325
2013/4/27	金XX銀證	玉文	金融業	百合花	35	90	3150
2013/2/10	XX投X	玉文	金融業	玫瑰花	91	180	16380
2013/1/11	X票券	宏澤	金融業	鬱金香	88	235	20680
2013/12/2	X島銀行	梓翔	金融業	鬱金香	44	235	10340
2013/8/12	X山銀行	怡文	金融業	百合花	5	90	450
2013/7/27	X管中心	玉文	金融業	百合花	40	90	3600
2013/7/28	金X證券	怡文	金融業	百合花	21	90	1890
2013/9/4	XX期	怡文	金融業	玫瑰花	10	180	1800
2013/10/18	XX民黨	惠民	政府機關	百合花	79	90	7110
2013/4/15	X籌備處	梓翔	政府機關	鬱金香	57	235	13395
2013/12/21	XX子中心	惠民	政府機關	鬱金香	21	235	4935
2013/9/26	X銀	惠民	金融業	百合花	71	90	6390
2013/6/29	XX壽	惠民	金融業	玫瑰花	24	180	4320
2013/1/24	XX視公司	瑤瑤	政府機關	玫瑰花	88	180	15840
2013/3/10	X豐銀行	玉文	金融業	鬱金香	39	235	9165
2013/6/14	XXX研究所	惠民	政府機關	百合花	74	90	6660
2013/1/4	xX證券	瑤瑤	金融業	玫瑰花	25	180	4500
2013/1/4	X島銀行	惠民	金融業	鬱金香	81	235	19035
2013/4/22	X迅X技	梓翔	資訊業	鬱金香	40	235	9400
2013/4/12	XXX腦	惠民	資訊業	百合花	52	90	4680
2013/7/17	X物流	玉文	服務業	百合花	29	90	2610
2013/3/14	凌群X腦	瑤瑤	資訊業	玫瑰花	42	180	7560
2013/8/29	APOL	惠民	服務業	百合花	74	90	6660
2013/2/1	XXX腦	瑤瑤	資訊業	鬱金香	74	235	17390
2013/9/20	優易X技	惠民	資訊業	鬱金香	100	235	23500
2013/7/4	XXX公司	梓翔	政府機關	百合花	78	90	7020
2013/2/6	X鋒-資訊安全顧問公司ISS	瑤瑤	服務業	玫瑰花	65	180	11700
2013/9/11	竹凡	怡文	資訊業	鬱金香	41	235	9635
2013/4/11	X鋒	瑤瑤	資訊業	玫瑰花	23	180	4140
2013/11/19	X廣	惠民	政府機關	仙人掌	94	60	5640
2013/6/9	安X	宏澤	資訊業	百合花	62	90	5580
2013/10/8	X眾	梓翔	資訊業	百合花	58	90	5220
2013/8/18	X里醫院	宏澤	政府機關	玫瑰花	66	180	11880
2013/11/10	水X醫院	玉文	政府機關	百合花	18	90	1620
2013/5/29	X銀行	惠民	資訊業	鬱金香	1	235	235
2013/3/22	X時X銀行	宏澤	資訊業	鬱金香	84	235	19740
2013/12/12	X導資訊	玉文	製造業	百合花	2	90	180
2013/12/8	X鵬工業	瑤瑤	製造業	玫瑰花	33	180	5940
2013/1/2	X委會	怡文	政府機關	鬱金香	89	235	20915
2013/12/14	X會	怡文	政府機關	玫瑰花	21	180	3780
2013/8/15	X事局	怡文	政府機關	鬱金香	67	235	15745
2013/1/9	X法院	玉文	政府機關	鬱金香	64	235	15040
2013/7/23	萌欣X	宏澤	資訊業	百合花	97	90	8730
2013/11/15	X局	宏澤	政府機關	百合花	57	90	5130
2013/7/2	艾XX	玉文	資訊業	百合花	99	90	8910
2013/2/13	X藥廠	惠民	製造業	玫瑰花	4	180	720
2013/2/15	英X生	瑤瑤	製造業	百合花	23	90	2070
2013/8/13	X島銀行	惠民	金融業	鬱金香	37	235	8695
2013/3/13	三X企業	怡文	製造業	鬱金香	6	235	1410
2013/5/18	X加X傳X腦	惠民	資訊業	百合花	25	90	2250
2013/3/20	XX廣告	瑤瑤	服務業	玫瑰花	98	180	17640
2013/12/5	台X消X局	梓翔	政府機關	玫瑰花	36	180	6480
2013/7/26	X心理系	瑤瑤	學校	鬱金香	64	235	15040
2013/3/25	XX企業	惠民	製造業	百合花	52	90	4680
2013/3/15	X技術	玉文	學校	玫瑰花	79	180	14220
2013/5/27	英XX	瑤瑤	資訊業	鬱金香	99	235	23265
2013/7/21	X分生所	瑤瑤	政府機關	鬱金香	65	235	15275
2013/4/10	XX台	怡文	政府機關	百合花	32	90	2880
2013/12/27	X大學	玉文	學校	百合花	5	90	450
2013/12/13	XX大學	宏澤	學校	百合花	86	90	7740
2013/1/5	XXX北區網管處	惠民	政府機關	玫瑰花	47	180	8460
2013/7/3	群策X子	惠民	製造業	百合花	98	90	8820
2013/3/30	XX銀行	宏澤	金融業	鬱金香	81	235	19035
2013/3/14	X訊X子資訊學校	梓翔	學校	鬱金香	87	235	20445
2013/3/14	XXX研究所	怡文	政府機關	百合花	65	90	5850
2013/8/14	X技術	宏澤	學校	玫瑰花	46	180	8280
2013/6/20	X縣政府	玉文	政府機關	玫瑰花	38	180	6840
2013/11/17	中X院	玉文	政府機關	鬱金香	15	235	3525
2013/11/4	中X院	瑤瑤	政府機關	百合花	38	90	3420
2013/7/8	台X材	梓翔	製造業	玫瑰花	33	180	5940
2013/12/21	台X	怡文	製造業	鬱金香	21	235	4935
2013/4/27	南XX路	梓翔	製造業	鬱金香	83	235	19505
2013/12/30	台X政府X局	瑤瑤	政府機關	百合花	83	90	7470
2013/7/25	中XX子	怡文	製造業	百合花	58	90	5220
2013/3/18	仁XX腦	惠民	資訊業	百合花	68	90	6120
